invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98,10,10.0,10.0,2019-02-08,2024-01-26 16:00:00,Credit card,10.0,10.0,10.0,10.0
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51,6,6.0,6.0,2019-01-19,2024-01-26 16:00:00,Cash,6.0,6.0,6.0,6.0
105-31-1824,A,Yangon,Member,Male,Sports and travel,69,7,7.0,7.0,2019-02-01,2024-01-26 15:00:00,Credit card,7.0,7.0,7.0,7.0
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70,5,5.0,5.0,2019-01-03,2024-01-26 11:00:00,Ewallet,5.0,5.0,5.0,5.0
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80,5,5.0,5.0,2019-01-26,2024-01-26 12:00:00,Credit card,5.0,5.0,5.0,5.0
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20,8,8.0,8.0,2019-03-03,2024-01-26 19:00:00,Cash,8.0,8.0,8.0,8.0
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52,6,6.0,6.0,2019-01-19,2024-01-26 17:00:00,Credit card,6.0,6.0,6.0,6.0
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19,8,8.0,8.0,2019-01-18,2024-01-26 12:00:00,Ewallet,8.0,8.0,8.0,8.0
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33,9,9.0,9.0,2019-03-21,2024-01-26 16:00:00,Ewallet,9.0,9.0,9.0,9.0
175-54-2529,A,Yangon,Member,Male,Food and beverages,22,8,8.0,8.0,2019-03-03,2024-01-26 17:00:00,Credit card,8.0,8.0,8.0,8.0
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22,7,7.0,7.0,2019-02-13,2024-01-26 10:00:00,Credit card,7.0,7.0,7.0,7.0
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73,6,6.0,6.0,2019-03-23,2024-01-26 19:00:00,Ewallet,6.0,6.0,6.0,6.0
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86,3,3.0,3.0,2019-01-28,2024-01-26 16:00:00,Ewallet,3.0,3.0,3.0,3.0
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64,7,7.0,7.0,2019-02-09,2024-01-26 10:00:00,Cash,7.0,7.0,7.0,7.0
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38,8,8.0,8.0,2019-01-23,2024-01-26 11:00:00,Cash,8.0,8.0,8.0,8.0
851-28-6367,A,Yangon,Member,Male,Sports and travel,15,10,10.0,10.0,2019-03-23,2024-01-26 10:00:00,Ewallet,10.0,10.0,10.0,10.0
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34,8,8.0,8.0,2019-01-25,2024-01-26 15:00:00,Ewallet,8.0,8.0,8.0,8.0
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12,7,7.0,7.0,2019-03-04,2024-01-26 11:00:00,Credit card,7.0,7.0,7.0,7.0
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18,3,3.0,3.0,2019-03-05,2024-01-26 19:00:00,Ewallet,3.0,3.0,3.0,3.0
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94,8,8.0,8.0,2019-03-03,2024-01-26 19:00:00,Ewallet,8.0,8.0,8.0,8.0
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46,4,4.0,4.0,2019-02-08,2024-01-26 10:00:00,Cash,4.0,4.0,4.0,4.0
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74,1,1.0,1.0,2019-02-10,2024-01-26 12:00:00,Ewallet,1.0,1.0,1.0,1.0
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69,4,4.0,4.0,2019-01-28,2024-01-26 20:00:00,Credit card,4.0,4.0,4.0,4.0
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77,3,3.0,3.0,2019-02-11,2024-01-26 10:00:00,Credit card,3.0,3.0,3.0,3.0
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73,2,2.0,2.0,2019-01-15,2024-01-26 13:00:00,Ewallet,2.0,2.0,2.0,2.0
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87,9,9.0,9.0,2019-03-16,2024-01-26 19:00:00,Cash,9.0,9.0,9.0,9.0
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25,4,4.0,4.0,2019-01-26,2024-01-26 20:00:00,Ewallet,4.0,4.0,4.0,4.0
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32,5,5.0,5.0,2019-03-19,2024-01-26 11:00:00,Credit card,5.0,5.0,5.0,5.0
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74,1,1.0,1.0,2019-01-13,2024-01-26 19:00:00,Cash,1.0,1.0,1.0,1.0
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43,2,2.0,2.0,2019-03-26,2024-01-26 18:00:00,Cash,2.0,2.0,2.0,2.0
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25,1,1.0,1.0,2019-03-23,2024-01-26 10:00:00,Ewallet,1.0,1.0,1.0,1.0
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41,4,4.0,4.0,2019-03-12,2024-01-26 19:00:00,Credit card,4.0,4.0,4.0,4.0
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71,5,5.0,5.0,2019-02-17,2024-01-26 19:00:00,Credit card,5.0,5.0,5.0,5.0
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19,6,6.0,6.0,2019-01-29,2024-01-26 10:00:00,Credit card,6.0,6.0,6.0,6.0
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57,4,4.0,4.0,2019-03-15,2024-01-26 11:00:00,Cash,4.0,4.0,4.0,4.0
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61,7,7.0,7.0,2019-01-14,2024-01-26 10:00:00,Cash,7.0,7.0,7.0,7.0
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25,10,10.0,10.0,2019-02-06,2024-01-26 14:00:00,Ewallet,10.0,10.0,10.0,10.0
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17,5,5.0,5.0,2019-02-15,2024-01-26 12:00:00,Credit card,5.0,5.0,5.0,5.0
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23,9,9.0,9.0,2019-01-03,2024-01-26 12:00:00,Ewallet,9.0,9.0,9.0,9.0
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66,9,9.0,9.0,2019-01-04,2024-01-26 18:00:00,Credit card,9.0,9.0,9.0,9.0
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28,10,10.0,10.0,2019-03-18,2024-01-26 17:00:00,Ewallet,10.0,10.0,10.0,10.0
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30,3,3.0,3.0,2019-03-28,2024-01-26 13:00:00,Ewallet,3.0,3.0,3.0,3.0
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99,9,9.0,9.0,2019-03-02,2024-01-26 19:00:00,Credit card,9.0,9.0,9.0,9.0
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26,9,9.0,9.0,2019-01-25,2024-01-26 20:00:00,Ewallet,9.0,9.0,9.0,9.0
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93,9,9.0,9.0,2019-01-16,2024-01-26 18:00:00,Cash,9.0,9.0,9.0,9.0
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92,5,5.0,5.0,2019-03-20,2024-01-26 19:00:00,Ewallet,5.0,5.0,5.0,5.0
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46,3,3.0,3.0,2019-01-04,2024-01-26 13:00:00,Credit card,3.0,3.0,3.0,3.0
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29,7,7.0,7.0,2019-03-11,2024-01-26 15:00:00,Cash,7.0,7.0,7.0,7.0
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18,1,1.0,1.0,2019-03-22,2024-01-26 15:00:00,Credit card,1.0,1.0,1.0,1.0
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24,5,5.0,5.0,2019-03-24,2024-01-26 18:00:00,Cash,5.0,5.0,5.0,5.0
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94,3,3.0,3.0,2019-02-21,2024-01-26 16:00:00,Cash,3.0,3.0,3.0,3.0
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94,8,8.0,8.0,2019-02-12,2024-01-26 12:00:00,Ewallet,8.0,8.0,8.0,8.0
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57,3,3.0,3.0,2019-03-10,2024-01-26 18:00:00,Credit card,3.0,3.0,3.0,3.0
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45,6,6.0,6.0,2019-01-31,2024-01-26 13:00:00,Ewallet,6.0,6.0,6.0,6.0
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62,7,7.0,7.0,2019-03-06,2024-01-26 13:00:00,Ewallet,7.0,7.0,7.0,7.0
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11,5,5.0,5.0,2019-02-17,2024-01-26 18:00:00,Cash,5.0,5.0,5.0,5.0
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12,1,1.0,1.0,2019-02-21,2024-01-26 12:00:00,Cash,1.0,1.0,1.0,1.0
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43,2,2.0,2.0,2019-03-20,2024-01-26 15:00:00,Cash,2.0,2.0,2.0,2.0
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87,2,2.0,2.0,2019-01-11,2024-01-26 14:00:00,Credit card,2.0,2.0,2.0,2.0
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69,9,9.0,9.0,2019-01-26,2024-01-26 19:00:00,Ewallet,9.0,9.0,9.0,9.0
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37,4,4.0,4.0,2019-01-31,2024-01-26 16:00:00,Ewallet,4.0,4.0,4.0,4.0
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90,6,6.0,6.0,2019-02-26,2024-01-26 10:00:00,Cash,6.0,6.0,6.0,6.0
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63,8,8.0,8.0,2019-03-11,2024-01-26 12:00:00,Ewallet,8.0,8.0,8.0,8.0
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81,2,2.0,2.0,2019-01-26,2024-01-26 19:00:00,Cash,2.0,2.0,2.0,2.0
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10,3,3.0,3.0,2019-03-12,2024-01-26 13:00:00,Credit card,3.0,3.0,3.0,3.0
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84,9,9.0,9.0,2019-02-11,2024-01-26 10:00:00,Cash,9.0,9.0,9.0,9.0
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73,4,4.0,4.0,2019-02-21,2024-01-26 18:00:00,Cash,4.0,4.0,4.0,4.0
157-13-5295,A,Yangon,Member,Male,Health and beauty,51,10,10.0,10.0,2019-03-09,2024-01-26 18:00:00,Ewallet,10.0,10.0,10.0,10.0
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93,2,2.0,2.0,2019-01-20,2024-01-26 18:00:00,Ewallet,2.0,2.0,2.0,2.0
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17,5,5.0,5.0,2019-01-28,2024-01-26 15:00:00,Credit card,5.0,5.0,5.0,5.0
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44,5,5.0,5.0,2019-03-05,2024-01-26 17:00:00,Credit card,5.0,5.0,5.0,5.0
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13,5,5.0,5.0,2019-03-02,2024-01-26 19:00:00,Cash,5.0,5.0,5.0,5.0
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89,1,1.0,1.0,2019-01-11,2024-01-26 11:00:00,Ewallet,1.0,1.0,1.0,1.0
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24,9,9.0,9.0,2019-01-11,2024-01-26 16:00:00,Credit card,9.0,9.0,9.0,9.0
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59,2,2.0,2.0,2019-03-11,2024-01-26 12:00:00,Credit card,2.0,2.0,2.0,2.0
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93,2,2.0,2.0,2019-02-28,2024-01-26 18:00:00,Credit card,2.0,2.0,2.0,2.0
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62,4,4.0,4.0,2019-01-05,2024-01-26 11:00:00,Cash,4.0,4.0,4.0,4.0
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93,8,8.0,8.0,2019-02-02,2024-01-26 18:00:00,Credit card,8.0,8.0,8.0,8.0
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47,8,8.0,8.0,2019-01-01,2024-01-26 14:00:00,Cash,8.0,8.0,8.0,8.0
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81,3,3.0,3.0,2019-02-09,2024-01-26 19:00:00,Cash,3.0,3.0,3.0,3.0
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17,5,5.0,5.0,2019-01-23,2024-01-26 14:00:00,Ewallet,5.0,5.0,5.0,5.0
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77,4,4.0,4.0,2019-01-07,2024-01-26 16:00:00,Credit card,4.0,4.0,4.0,4.0
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73,7,7.0,7.0,2019-01-14,2024-01-26 19:00:00,Credit card,7.0,7.0,7.0,7.0
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46,9,9.0,9.0,2019-02-02,2024-01-26 15:00:00,Ewallet,9.0,9.0,9.0,9.0
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35,10,10.0,10.0,2019-03-17,2024-01-26 19:00:00,Credit card,10.0,10.0,10.0,10.0
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14,2,2.0,2.0,2019-03-02,2024-01-26 19:00:00,Credit card,2.0,2.0,2.0,2.0
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23,4,4.0,4.0,2019-03-16,2024-01-26 11:00:00,Cash,4.0,4.0,4.0,4.0
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58,8,8.0,8.0,2019-01-06,2024-01-26 11:00:00,Cash,8.0,8.0,8.0,8.0
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32,4,4.0,4.0,2019-01-29,2024-01-26 14:00:00,Cash,4.0,4.0,4.0,4.0
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66,1,1.0,1.0,2019-01-31,2024-01-26 10:00:00,Credit card,1.0,1.0,1.0,1.0
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25,6,6.0,6.0,2019-02-05,2024-01-26 10:00:00,Ewallet,6.0,6.0,6.0,6.0
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32,4,4.0,4.0,2019-02-13,2024-01-26 12:00:00,Ewallet,4.0,4.0,4.0,4.0
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65,4,4.0,4.0,2019-02-07,2024-01-26 13:00:00,Credit card,4.0,4.0,4.0,4.0
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75,9,9.0,9.0,2019-03-19,2024-01-26 13:00:00,Ewallet,9.0,9.0,9.0,9.0
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16,4,4.0,4.0,2019-03-07,2024-01-26 14:00:00,Ewallet,4.0,4.0,4.0,4.0
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38,4,4.0,4.0,2019-03-13,2024-01-26 19:00:00,Cash,4.0,4.0,4.0,4.0
447-15-7839,A,Yangon,Member,Female,Sports and travel,22,10,10.0,10.0,2019-02-09,2024-01-26 11:00:00,Cash,10.0,10.0,10.0,10.0
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54,1,1.0,1.0,2019-02-26,2024-01-26 19:00:00,Ewallet,1.0,1.0,1.0,1.0
253-12-6086,A,Yangon,Member,Female,Sports and travel,98,7,7.0,7.0,2019-03-12,2024-01-26 12:00:00,Credit card,7.0,7.0,7.0,7.0
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35,4,4.0,4.0,2019-03-14,2024-01-26 17:00:00,Credit card,4.0,4.0,4.0,4.0
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74,10,10.0,10.0,2019-01-08,2024-01-26 20:00:00,Cash,10.0,10.0,10.0,10.0
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70,4,4.0,4.0,2019-01-05,2024-01-26 16:00:00,Credit card,4.0,4.0,4.0,4.0
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35,10,10.0,10.0,2019-01-04,2024-01-26 13:00:00,Ewallet,10.0,10.0,10.0,10.0
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67,5,5.0,5.0,2019-03-06,2024-01-26 18:00:00,Ewallet,5.0,5.0,5.0,5.0
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21,2,2.0,2.0,2019-01-03,2024-01-26 19:00:00,Cash,2.0,2.0,2.0,2.0
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21,9,9.0,9.0,2019-01-07,2024-01-26 11:00:00,Credit card,9.0,9.0,9.0,9.0
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12,2,2.0,2.0,2019-01-27,2024-01-26 15:00:00,Cash,2.0,2.0,2.0,2.0
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99,6,6.0,6.0,2019-02-26,2024-01-26 16:00:00,Ewallet,6.0,6.0,6.0,6.0
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47,7,7.0,7.0,2019-01-07,2024-01-26 20:00:00,Cash,7.0,7.0,7.0,7.0
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21,10,10.0,10.0,2019-01-07,2024-01-26 17:00:00,Cash,10.0,10.0,10.0,10.0
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95,4,4.0,4.0,2019-02-02,2024-01-26 13:00:00,Ewallet,4.0,4.0,4.0,4.0
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70,10,10.0,10.0,2019-03-20,2024-01-26 16:00:00,Cash,10.0,10.0,10.0,10.0
828-61-5674,A,Yangon,Member,Male,Sports and travel,44,10,10.0,10.0,2019-03-20,2024-01-26 19:00:00,Credit card,10.0,10.0,10.0,10.0
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69,8,8.0,8.0,2019-02-15,2024-01-26 17:00:00,Credit card,8.0,8.0,8.0,8.0
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,1.0,1.0,2019-03-06,2024-01-26 13:00:00,Credit card,1.0,1.0,1.0,1.0
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15,1,1.0,1.0,2019-01-06,2024-01-26 11:00:00,Cash,1.0,1.0,1.0,1.0
667-92-0055,A,Yangon,Member,Male,Health and beauty,99,6,6.0,6.0,2019-03-04,2024-01-26 15:00:00,Ewallet,6.0,6.0,6.0,6.0
565-17-3836,A,Yangon,Member,Female,Health and beauty,47,4,4.0,4.0,2019-03-12,2024-01-26 14:00:00,Cash,4.0,4.0,4.0,4.0
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66,5,5.0,5.0,2019-02-20,2024-01-26 18:00:00,Cash,5.0,5.0,5.0,5.0
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74,1,1.0,1.0,2019-03-24,2024-01-26 14:00:00,Cash,1.0,1.0,1.0,1.0
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23,9,9.0,9.0,2019-01-31,2024-01-26 12:00:00,Cash,9.0,9.0,9.0,9.0
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48,7,7.0,7.0,2019-01-25,2024-01-26 13:00:00,Credit card,7.0,7.0,7.0,7.0
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94,7,7.0,7.0,2019-02-03,2024-01-26 14:00:00,Cash,7.0,7.0,7.0,7.0
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40,10,10.0,10.0,2019-01-24,2024-01-26 17:00:00,Credit card,10.0,10.0,10.0,10.0
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27,7,7.0,7.0,2019-03-14,2024-01-26 17:00:00,Ewallet,7.0,7.0,7.0,7.0
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62,1,1.0,1.0,2019-02-18,2024-01-26 20:00:00,Cash,1.0,1.0,1.0,1.0
316-68-6352,A,Yangon,Member,Female,Food and beverages,36,2,2.0,2.0,2019-01-21,2024-01-26 10:00:00,Cash,2.0,2.0,2.0,2.0
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18,10,10.0,10.0,2019-03-13,2024-01-26 11:00:00,Ewallet,10.0,10.0,10.0,10.0
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51,5,5.0,5.0,2019-03-03,2024-01-26 13:00:00,Cash,5.0,5.0,5.0,5.0
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28,4,4.0,4.0,2019-03-29,2024-01-26 14:00:00,Cash,4.0,4.0,4.0,4.0
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78,6,6.0,6.0,2019-01-10,2024-01-26 14:00:00,Ewallet,6.0,6.0,6.0,6.0
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60,4,4.0,4.0,2019-01-25,2024-01-26 15:00:00,Cash,4.0,4.0,4.0,4.0
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88,1,1.0,1.0,2019-01-19,2024-01-26 10:00:00,Cash,1.0,1.0,1.0,1.0
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99,2,2.0,2.0,2019-01-02,2024-01-26 18:00:00,Credit card,2.0,2.0,2.0,2.0
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39,1,1.0,1.0,2019-03-12,2024-01-26 16:00:00,Credit card,1.0,1.0,1.0,1.0
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48,1,1.0,1.0,2019-02-25,2024-01-26 15:00:00,Cash,1.0,1.0,1.0,1.0
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51,4,4.0,4.0,2019-03-18,2024-01-26 17:00:00,Credit card,4.0,4.0,4.0,4.0
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14,8,8.0,8.0,2019-02-23,2024-01-26 12:00:00,Cash,8.0,8.0,8.0,8.0
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72,7,7.0,7.0,2019-03-26,2024-01-26 20:00:00,Ewallet,7.0,7.0,7.0,7.0
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40,7,7.0,7.0,2019-03-30,2024-01-26 13:00:00,Cash,7.0,7.0,7.0,7.0
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88,8,8.0,8.0,2019-02-17,2024-01-26 17:00:00,Cash,8.0,8.0,8.0,8.0
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26,3,3.0,3.0,2019-03-21,2024-01-26 10:00:00,Ewallet,3.0,3.0,3.0,3.0
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81,2,2.0,2.0,2019-03-05,2024-01-26 17:00:00,Cash,2.0,2.0,2.0,2.0
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79,6,6.0,6.0,2019-01-31,2024-01-26 14:00:00,Cash,6.0,6.0,6.0,6.0
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69,2,2.0,2.0,2019-02-05,2024-01-26 19:00:00,Ewallet,2.0,2.0,2.0,2.0
870-76-1733,A,Yangon,Member,Female,Food and beverages,14,5,5.0,5.0,2019-02-01,2024-01-26 10:00:00,Credit card,5.0,5.0,5.0,5.0
423-64-4619,A,Yangon,Member,Female,Health and beauty,15,9,9.0,9.0,2019-03-07,2024-01-26 13:00:00,Cash,9.0,9.0,9.0,9.0
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78,10,10.0,10.0,2019-02-10,2024-01-26 20:00:00,Cash,10.0,10.0,10.0,10.0
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99,2,2.0,2.0,2019-02-14,2024-01-26 17:00:00,Cash,2.0,2.0,2.0,2.0
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21,3,3.0,3.0,2019-02-09,2024-01-26 10:00:00,Cash,3.0,3.0,3.0,3.0
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74,5,5.0,5.0,2019-01-10,2024-01-26 11:00:00,Cash,5.0,5.0,5.0,5.0
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29,7,7.0,7.0,2019-03-11,2024-01-26 18:00:00,Credit card,7.0,7.0,7.0,7.0
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44,4,4.0,4.0,2019-02-18,2024-01-26 16:00:00,Ewallet,4.0,4.0,4.0,4.0
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22,9,9.0,9.0,2019-02-26,2024-01-26 20:00:00,Cash,9.0,9.0,9.0,9.0
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39,1,1.0,1.0,2019-01-18,2024-01-26 15:00:00,Cash,1.0,1.0,1.0,1.0
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15,6,6.0,6.0,2019-02-15,2024-01-26 18:00:00,Ewallet,6.0,6.0,6.0,6.0
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61,5,5.0,5.0,2019-03-08,2024-01-26 13:00:00,Cash,5.0,5.0,5.0,5.0
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21,6,6.0,6.0,2019-01-17,2024-01-26 12:00:00,Credit card,6.0,6.0,6.0,6.0
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97,4,4.0,4.0,2019-03-12,2024-01-26 19:00:00,Ewallet,4.0,4.0,4.0,4.0
815-11-1168,A,Yangon,Member,Male,Food and beverages,99,5,5.0,5.0,2019-03-09,2024-01-26 19:00:00,Cash,5.0,5.0,5.0,5.0
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94,4,4.0,4.0,2019-03-12,2024-01-26 16:00:00,Cash,4.0,4.0,4.0,4.0
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51,4,4.0,4.0,2019-01-25,2024-01-26 10:00:00,Credit card,4.0,4.0,4.0,4.0
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36,4,4.0,4.0,2019-03-25,2024-01-26 13:00:00,Cash,4.0,4.0,4.0,4.0
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22,9,9.0,9.0,2019-02-07,2024-01-26 18:00:00,Cash,9.0,9.0,9.0,9.0
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32,3,3.0,3.0,2019-02-17,2024-01-26 17:00:00,Credit card,3.0,3.0,3.0,3.0
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77,5,5.0,5.0,2019-02-03,2024-01-26 15:00:00,Cash,5.0,5.0,5.0,5.0
442-48-3607,A,Yangon,Member,Male,Food and beverages,23,2,2.0,2.0,2019-03-14,2024-01-26 11:00:00,Credit card,2.0,2.0,2.0,2.0
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14,5,5.0,5.0,2019-03-24,2024-01-26 13:00:00,Ewallet,5.0,5.0,5.0,5.0
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28,5,5.0,5.0,2019-03-21,2024-01-26 10:00:00,Credit card,5.0,5.0,5.0,5.0
